director_name,duration,actor_1_name,actor_2_name,actor_3_name,budget,imdb_score,movie_title,genres,gross
Francis Ford Coppola,123,Nicolas Cage,Bob Hoskins,Fred Gwynne,58000000,6.5,The Cotton Club,Crime|Drama|Music,25900000
James Mangold,122,Christian Bale,Logan Lerman,Gretchen Mol,55000000,7.8,3:10 to Yuma,Adventure|Crime|Drama|Western,53574088
Olivier Megaton,115,Liam Neeson,Dougray Scott,Jon Gries,48000000,6,Taken 3,Action|Thriller,89253340
Steven Soderbergh,123,Don Cheadle,Albert Brooks,Keith Hudson,48000000,7,Out of Sight,Crime|Drama|Romance|Thriller,37339525
Ben Stiller,96,Matthew Broderick,Janeane Garofalo,Andy Dick,47000000,6,The Cable Guy,Comedy|Drama|Thriller,60154431
Deepa Mehta,110,Nandita Das,Gulshan Grover,Eric Peterson,,7.8,Earth,Drama|Romance|War,528972
Warren Beatty,105,Charlie Korsmo,Warren Beatty,Seymour Cassel,100000000,6.1,Dick Tracy,Action|Comedy|Crime|Music|Romance|Thriller,103738726
John McTiernan,113,Mark Margolis,Faye Dunaway,Denis Leary,48000000,6.8,The Thomas Crown Affair,Crime|Romance|Thriller,69304264
Penny Marshall,132,Rosie Perez,Adam Garcia,Alissa Dean,48000000,6.4,Riding in Cars with Boys,Biography|Comedy|Drama,29781453
Ted Kotcheff,93,Sylvester Stallone,Brian Dennehy,Chris Mulkey,14000000,7.7,First Blood,Action|Adventure|Drama,
Andrei Tarkovsky,115,Donatas Banionis,Anatoliy Solonitsyn,Natalya Bondarchuk,1000000,8.1,Solaris,Drama|Mystery|Sci-Fi,
Paul Bolger,75,Sarah Michelle Gellar,George Carlin,Rob Paulsen,47000000,4.5,Happily N'Ever After,Adventure|Animation|Comedy|Family|Fantasy,15519841
Stephen Frears,108,Julia Roberts,Bronagh Gallagher,George Cole,47000000,5.8,Mary Reilly,Drama|Horror|Romance|Thriller,5600000
P.J. Hogan,105,Julia Roberts,Christopher Masterson,Rupert Everett,46000000,6.3,My Best Friend's Wedding,Comedy|Romance,126805112
Joe Roth,102,Julia Roberts,Rainn Wilson,Larry King,48000000,5.7,America's Sweethearts,Comedy|Romance,93607673
Christopher Nolan,118,Al Pacino,Maura Tierney,Crystal Lowe,46000000,7.2,Insomnia,Drama|Mystery|Thriller,67263182
Jonathan Frakes,111,LeVar Burton,Alfre Woodard,Jonathan Frakes,45000000,7.6,Star Trek: First Contact,Action|Adventure|Drama|Sci-Fi|Thriller,92001027
Jimmy Hayward,81,Michael Fassbender,Billy Blair,Julia Jones,47000000,4.7,Jonah Hex,Action|Drama|Fantasy|Thriller|Western,10539414
Edward Zwick,116,Denzel Washington,Matt Damon,Scott Glenn,46000000,6.6,Courage Under Fire,Action|Drama|Mystery|Thriller|War,58918501
Tom Shadyac,86,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,45000000,6.8,Liar Liar,Comedy|Fantasy|Romance,181395380
Brad Furman,127,Joseph Gilgun,Amy Ryan,Olympia Dukakis,25000000,7.3,The Infiltrator,Biography|Crime|Drama|Thriller,14946229
Terence Young,140,Laurence Olivier,Ben Gazzara,Jacqueline Bisset,48000000,2.7,Inchon,Drama|History|War,
Brian Levant,91,Jonathan Winters,Elizabeth Perkins,Harvey Korman,45000000,4.8,The Flintstones,Comedy|Family|Fantasy,130512915
Olivier Megaton,98,Liam Neeson,Luke Grimes,D.B. Sweeney,45000000,6.3,Taken 2,Action|Crime|Thriller,139852971
David Zucker,84,Regina Hall,Pamela Anderson,Jenny McCarthy,48000000,5.5,Scary Movie 3,Comedy,110000082
Donald Petrie,109,Candice Bergen,Wendy Raquel Robinson,Heather Burns,45000000,6.2,Miss Congeniality,Action|Comedy|Crime|Romance,106807667
Eric Brevig,93,Josh Hutcherson,Brendan Fraser,Anita Briem,45000000,5.8,Journey to the Center of the Earth,Action|Adventure|Family|Fantasy|Sci-Fi,101702060
Garry Marshall,113,Anne Hathaway,Raven-Symoné,Hector Elizondo,40000000,5.7,The Princess Diaries 2: Royal Engagement,Comedy|Family|Romance,95149435
Alan J. Pakula,141,Denzel Washington,Julia Roberts,Tony Goldwyn,45000000,6.5,The Pelican Brief,Crime|Drama|Mystery|Thriller,100768056
Joel Schumacher,119,Bradley Whitford,Anthony LaPaglia,Brad Renfro,45000000,6.7,The Client,Crime|Drama|Mystery|Thriller,92115211
Rob Reiner,97,Morgan Freeman,Noel Gugliemi,Sean Hayes,45000000,7.4,The Bucket List,Adventure|Comedy|Drama,93452056
Phillip Noyce,117,Harrison Ford,Polly Walker,Patrick Bergin,45000000,6.9,Patriot Games,Action|Thriller,83287363
Robert Luketic,101,Adam Scott,Jane Fonda,Elaine Stritch,60000000,5.5,Monster-in-Law,Comedy|Romance,82931301
Denis Villeneuve,153,Hugh Jackman,Jake Gyllenhaal,Dylan Minnette,46000000,8.1,Prisoners,Crime|Drama|Mystery|Thriller,60962878
Antoine Fuqua,122,Denzel Washington,Snoop Dogg,Tom Berenger,45000000,7.7,Training Day,Crime|Drama|Thriller,76261036
Dean Parisot,102,Alan Rickman,Enrico Colantoni,Robin Sachs,45000000,7.3,Galaxy Quest,Adventure|Comedy|Sci-Fi,71423726
Keenen Ivory Wayans,83,Natasha Lyonne,Veronica Cartwright,Andy Richter,45000000,5.2,Scary Movie 2,Comedy,71277420
James Bobin,103,Bill Cobbs,Eric Jacobson,Steve Whitmire,45000000,7.1,The Muppets,Adventure|Comedy|Family|Musical,88625922
Stephen Norrington,110,Sanaa Lathan,Traci Lords,Udo Kier,45000000,7.1,Blade,Action|Horror,70001065
Thomas Carter,136,Channing Tatum,Rick Gonzalez,Robert Ri'chard,30000000,7.2,Coach Carter,Drama|Sport,67253092
Roger Michell,91,Sydney Pollack,Matt Malloy,Bruce Altman,45000000,6.5,Changing Lanes,Drama|Thriller,66790248
Luis Llosa,89,Frank Welker,Eric Stoltz,Kari Wuhrer,45000000,4.6,Anaconda,Action|Adventure|Horror|Thriller,65557989
David McNally,107,Adam Garcia,Tyra Banks,Izabella Miko,45000000,5.6,Coyote Ugly,Comedy|Drama|Music|Romance,60786269
Richard Curtis,129,Colin Firth,Liam Neeson,Kris Marshall,45000000,7.7,Love Actually,Comedy|Drama|Romance,59365105
John Lasseter,95,Kevin Spacey,Madeline Kahn,John Ratzenberger,120000000,7.2,A Bug's Life,Adventure|Animation|Comedy|Family|Fantasy,162792677
Albert Hughes,122,Johnny Depp,Jason Flemyng,Ian Richardson,35000000,6.8,From Hell,Horror|Mystery|Thriller,31598308
Luis Llosa,110,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,45000000,5.4,The Specialist,Action|Crime|Drama|Romance|Thriller,57362581
Ron Shelton,135,Don Johnson,Cheech Marin,Rene Russo,45000000,6.3,Tin Cup,Comedy|Drama|Romance|Sport,53854588
Melville Shavelson,111,Lucille Ball,Tom Bosley,Tim Matheson,2500000,7.2,"Yours, Mine and Ours",Comedy|Family,
Jesse Dylan,95,Josh Hutcherson,Will Ferrell,Robert Duvall,45000000,5.6,Kicking & Screaming,Comedy|Family|Romance|Sport,52580895
Garth Jennings,109,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,50000000,6.8,The Hitchhiker's Guide to the Galaxy,Adventure|Comedy|Sci-Fi,51019112
Joel Zwick,93,Dania Ramirez,Nick Zano,Alice Greczyn,26000000,4.3,Fat Albert,Comedy|Family|Fantasy|Romance,48114556
Russell Mulcahy,94,Milla Jovovich,Mike Epps,James Tumminia,45000000,6.3,Resident Evil: Extinction,Action|Horror|Sci-Fi|Thriller,50648679
Frank Coraci,117,Bella Thorne,Adam Sandler,Joel McHale,40000000,6.5,Blended,Comedy|Romance,46280507
Wayne Wang,112,LL Cool J,Alicia Witt,Timothy Hutton,45000000,6.4,Last Holiday,Adventure|Comedy|Drama,38360195
Curtis Hanson,111,Meryl Streep,Glenn Morshower,William Lucking,45000000,6.3,The River Wild,Action|Adventure|Crime|Thriller,46815748
Frank Oz,96,Steve Coogan,Vincent Kartheiser,David Keith,45000000,5.9,The Indian in the Cupboard,Drama|Family|Fantasy,35617599
Oliver Stone,141,Demián Bichir,Shea Whigham,Gary Stretch,45000000,6.5,Savages,Crime|Drama|Thriller,47307550
David R. Ellis,94,Richard Burgi,Valerie Cruz,Will Beinbrink,25000000,6.5,Cellular,Action|Crime|Thriller,32003620
Peter Howitt,87,Kevin McNally,Natalie Imbruglia,Ben Miller,35000000,6.1,Johnny English,Action|Adventure|Comedy,27972410
John A. Davis,88,Nicolas Cage,Meryl Streep,Julia Roberts,50000000,5.9,The Ant Bully,Adventure|Animation|Comedy|Family|Fantasy,28133159
David Lynch,177,Virginia Madsen,Jürgen Prochnow,José Ferrer,40000000,6.6,Dune,Action|Adventure|Sci-Fi,27400000
Julie Taymor,133,Jim Sturgess,T.V. Carpio,Robert Clohessy,45000000,7.4,Across the Universe,Drama|Fantasy|Musical|Romance,24343673
Sam Mendes,119,Leonardo DiCaprio,Kate Winslet,Joe Komara,35000000,7.3,Revolutionary Road,Drama|Romance,22877808
Richard Donner,102,Bruce Willis,David Zayas,Sasha Roiz,52000000,6.6,16 Blocks,Action|Crime|Drama|Thriller,36883539
Mathieu Kassovitz,101,Vin Diesel,Charlotte Rampling,David Belle,70000000,5.6,Babylon A.D.,Action|Adventure|Sci-Fi|Thriller,22531698
John Gray,91,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,45000000,5.3,The Glimmer Man,Action|Comedy|Crime|Drama|Thriller,20400913
Harold Ramis,117,John de Lancie,Brian Doyle-Murray,Obba Babatundé,45000000,6,Multiplicity,Comedy|Romance|Sci-Fi,20101861
John Schultz,86,Malese Jow,Carter Jenkins,Tim Meadows,45000000,5.4,Aliens in the Attic,Adventure|Comedy|Family|Fantasy|Sci-Fi,25200412
Sean Penn,124,Costas Mandylor,Adrien Dorval,Nels Lennarson,45000000,6.8,The Pledge,Crime|Drama|Mystery|Thriller,19719930
Susan Stroman,134,Jon Lovitz,Will Ferrell,Matthew Broderick,45000000,6.4,The Producers,Comedy|Musical,19377727
Pete Travis,95,Wood Harris,Jason Cope,Rakie Ayola,35000000,7.1,Dredd,Action|Sci-Fi,13401683
Simon Wincer,100,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,45000000,4.9,The Phantom,Action|Adventure|Comedy|Fantasy,17300889
Billy Bob Thornton,220,Matt Damon,Henry Thomas,Sam Shepard,57000000,5.8,All the Pretty Horses,Drama|Romance|Western,15527125
Oliver Stone,212,Anthony Hopkins,Bob Hoskins,Joan Allen,50000000,7.1,Nixon,Biography|Drama|History,13560960
Roman Polanski,128,Jim Belushi,Olivia Williams,Timothy Hutton,45000000,7.2,The Ghost Writer,Mystery|Thriller,15523168
Stephen Sommers,106,Djimon Hounsou,Jason Flemyng,Wes Studi,45000000,6,Deep Rising,Action|Adventure|Horror|Sci-Fi,11146409
Spike Lee,160,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,45000000,6,Miracle at St. Anna,Action|Crime|Drama|Thriller|War,7916887
Yimou Zhang,114,Li Gong,Ye Liu,Man Li,45000000,7,Curse of the Golden Flower,Drama|Romance,6565495
Danny Pang,99,Nicolas Cage,Charlie Yeung,James With,40000000,5.4,Bangkok Dangerous,Action|Crime|Thriller,15279680
Barry Sonnenfeld,74,Zooey Deschanel,Janeane Garofalo,Omar Epps,40000000,6.5,Big Trouble,Comedy|Crime|Thriller,7262288
Mike Newell,139,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,45000000,6.4,Love in the Time of Cholera,Drama|Romance,4584886
,52,Pierre Perrier,Clotilde Hesme,Céline Sallette,,8.3,The Returned,Drama|Fantasy|Horror|Mystery,
George P. Cosmatos,103,Sam Waterston,Ben Gazzara,Nicholas Turturro,45000000,4.9,Shadow Conspiracy,Action|Thriller,2154540
Oliver Parker,101,Daniel Kaluuya,Tim McInnerny,Togo Igawa,45000000,6.3,Johnny English Reborn,Action|Adventure|Comedy|Crime,8129455
Lawrence Kasanoff,91,Jerry Stiller,Larry Miller,Harvey Fierstein,65000000,1.7,Foodfight!,Action|Animation|Comedy|Family|Fantasy,
Ben Affleck,130,Clea DuVall,Scoot McNairy,Tate Donovan,44500000,7.7,Argo,Biography|Drama|History|Thriller,136019448
Andrew Davis,130,Harrison Ford,Daniel Roebuck,Sela Ward,44000000,7.8,The Fugitive,Action|Adventure|Crime|Drama|Mystery|Thriller,183875760
Andy Tennant,110,Gerard Butler,Dorian Missick,Peter Greene,40000000,5.5,The Bounty Hunter,Action|Comedy|Romance,67061228
Barry Levinson,147,Robert De Niro,Brad Pitt,Minnie Driver,44000000,7.5,Sleepers,Crime|Drama|Thriller,53300852
George P. Cosmatos,96,Sylvester Stallone,Julia Nickson,Martin Kove,44000000,6.4,Rambo: First Blood Part II,Action|Adventure|Thriller|War,150415432
Brian Gibson,118,Joseph Gordon-Levitt,Demi Moore,Anne Heche,44000000,5.6,The Juror,Drama|Thriller,44834712
Norman Ferguson,88,Mel Blanc,Dickie Jones,Cliff Edwards,2600000,7.5,Pinocchio,Animation|Family|Fantasy|Musical,84300000
Michael Cimino,325,Jeff Bridges,Sam Waterston,Isabelle Huppert,44000000,6.8,Heaven's Gate,Adventure|Drama|Western,1500000
Len Wiseman,102,Sophia Myles,Tony Curran,Derek Jacobi,50000000,6.8,Underworld: Evolution,Action|Adventure|Fantasy|Sci-Fi|Thriller,62318875
Paul McGuigan,110,Daniel Radcliffe,Spencer Wilding,Daniel Mays,40000000,6,Victor Frankenstein,Drama|Horror|Sci-Fi|Thriller,5773519
Gus Van Sant,136,F. Murray Abraham,Rob Brown,Michael Nouri,43000000,7.3,Finding Forrester,Drama,51768623
Betty Thomas,103,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,43000000,6,28 Days,Comedy|Drama,37035515
Louis Leterrier,103,Morgan Freeman,Jet Li,Bob Hoskins,45000000,7,Unleashed,Action|Crime|Drama|Thriller,24520892
Roger Kumble,90,Judith Chapman,Lillian Adams,Chelsea Bond,43000000,5.1,The Sweetest Thing,Comedy|Romance,24430272
Sydney Pollack,154,Tom Cruise,Holly Hunter,Wilford Brimley,42000000,6.8,The Firm,Drama|Mystery|Thriller,158348400
Burr Steers,99,Augustus Prew,Charlie Tahan,Valerie Tian,44000000,6.5,Charlie St. Cloud,Drama|Fantasy|Romance,31136950
Simon West,93,Jason Statham,Tony Goldwyn,Mini Anden,40000000,6.6,The Mechanic,Action|Crime|Thriller,29113588
Phil Lord,109,Channing Tatum,Dax Flame,Rob Riggle,42000000,7.2,21 Jump Street,Action|Comedy|Crime,138447667
Roger Michell,124,Julia Roberts,Clarke Peters,Dylan Moran,42000000,7,Notting Hill,Comedy|Drama|Romance,116006080
Peter Lord,84,Imelda Staunton,Miranda Richardson,Julia Sawalha,45000000,7,Chicken Run,Adventure|Animation|Comedy|Drama|Family,106793915
John Hamburg,90,Philip Seymour Hoffman,Masi Oka,Debra Messing,42000000,5.9,Along Came Polly,Comedy|Romance,87856565
Reginald Hudlin,117,John Witherspoon,Eartha Kitt,Geoffrey Holder,40000000,5.4,Boomerang,Comedy|Drama|Romance,70100000
Paul Feig,123,Michael Rapaport,William Xifaras,Demián Bichir,43000000,6.6,The Heat,Action|Comedy|Crime,159578352
Joseph L. Mankiewicz,251,Martin Landau,Richard Burton,Roddy McDowall,31115000,7,Cleopatra,Biography|Drama|History|Romance,57750000
Frank Coraci,105,Salma Hayek,Reggie Lee,Charice,42000000,6.5,Here Comes the Boom,Action|Comedy|Sport,45290318
Carl Franklin,115,Morgan Freeman,Adam Scott,Bruce Davison,42000000,6.3,High Crimes,Crime|Drama|Mystery|Thriller,41543207
Barbra Streisand,122,Jeff Bridges,Austin Pendleton,Mimi Rogers,42000000,6.5,The Mirror Has Two Faces,Comedy|Drama|Romance,41252428
Mark Pellington,119,Debra Messing,Will Patton,David Eigenberg,32000000,6.5,The Mothman Prophecies,Drama|Horror|Mystery|Thriller,35228696
Larry Charles,81,Bono,Elton John,Slash,42000000,5.8,Brüno,Comedy,59992760
John Glen,133,Robert Davi,Talisa Soto,Anthony Zerbe,32000000,6.6,Licence to Kill,Action|Adventure|Thriller,34667015
Catherine Hardwicke,100,Gary Oldman,Billy Burke,Virginia Madsen,42000000,5.4,Red Riding Hood,Fantasy|Horror|Mystery|Thriller,37652565
John Herzfeld,120,Robert De Niro,Charlize Theron,Kelsey Grammer,42000000,6.1,15 Minutes,Action|Crime|Drama|Thriller,24375436
Annabel Jankel,104,Bob Hoskins,Fisher Stevens,Fiona Shaw,42000000,4,Super Mario Bros.,Adventure|Comedy|Family|Fantasy|Sci-Fi,20915465
Andrew Niccol,122,Nicolas Cage,Jeremy Crutchley,Jared Burke,50000000,7.6,Lord of War,Crime|Drama|Thriller,24127895
Yimou Zhang,80,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,31000000,7.9,Hero,Action|Adventure|History,84961
Julie Anne Robinson,91,Fisher Stevens,Debbie Reynolds,Patrick Fischler,40000000,5.3,One for the Money,Action|Comedy|Crime|Romance|Thriller,26404753
Evan Goldberg,112,James Franco,Randall Park,Anders Holm,44000000,6.6,The Interview,Comedy,6105175
Sngmoo Lee,100,Tony Cox,Dong-gun Jang,Jed Brophy,45000000,6.3,The Warrior's Way,Action|Fantasy|Western,5664251
,30,Tim Conway,Gavin MacLeod,Bob Hastings,,7.5,McHale's Navy,Comedy|War,
Jean-Pierre Jeunet,105,Omar Sy,Dany Boon,André Dussollier,27000000,7.2,Micmacs,Action|Comedy|Crime,1260917
Curtis Hanson,110,Mekhi Phifer,Omar Benson Miller,Evan Jones,41000000,7,8 Mile,Drama|Music,116724075
Jamel Debbouze,101,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,,4.9,Animal Kingdom: Let's go Ape,Adventure|Animation|Comedy|Family,
Brian Helgeland,144,Heath Ledger,Rufus Sewell,Bérénice Bejo,65000000,6.9,A Knight's Tale,Action|Adventure|Romance,56083966
Gordon Chan,108,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,41000000,5.2,The Medallion,Action|Comedy|Fantasy,22108977
M. Night Shyamalan,107,Bruce Willis,Haley Joel Osment,Olivia Williams,40000000,8.1,The Sixth Sense,Drama|Mystery|Thriller,293501675
Asger Leth,102,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,42000000,6.6,Man on a Ledge,Action|Crime|Thriller,18600911
David Frankel,100,Joel McHale,Kevin Pollak,JoBeth Williams,41000000,6.2,The Big Year,Comedy,7204138
John G. Avildsen,126,Martin Kove,William Zabka,William Bassett,8000000,7.2,The Karate Kid,Action|Drama|Family|Sport,90800000
David O. Russell,138,Jennifer Lawrence,Christian Bale,Bradley Cooper,40000000,7.3,American Hustle,Crime|Drama,150117807
Anne Fletcher,108,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,40000000,6.7,The Proposal,Comedy|Drama|Romance,163947053
Bruce Beresford,105,Bruce Greenwood,Annabeth Gish,Bruce Campbell,70000000,6.4,Double Jeopardy,Crime|Mystery|Thriller,116735231
Robert Zemeckis,108,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,40000000,7.8,Back to the Future Part II,Adventure|Comedy|Sci-Fi,118500000
Luc Besson,89,Scarlett Johansson,Morgan Freeman,Amr Waked,40000000,6.4,Lucy,Action|Sci-Fi|Thriller,126546825
Sam Taylor-Johnson,129,Jennifer Ehle,Luke Grimes,Callum Rennie,40000000,4.1,Fifty Shades of Grey,Drama|Romance,166147885
Robert Rodriguez,84,Sylvester Stallone,Salma Hayek,Alexa PenaVega,38000000,4.1,Spy Kids 3-D: Game Over,Action|Adventure|Comedy|Family|Sci-Fi,111760631
Joel Schumacher,149,Kevin Spacey,Matthew McConaughey,Oliver Platt,40000000,7.4,A Time to Kill,Crime|Drama|Thriller,108706165
Shawn Levy,94,Tom Welling,Alyson Stoner,Bonnie Hunt,40000000,5.8,Cheaper by the Dozen,Comedy|Family,138614544
Peter Berg,121,Jerry Ferrara,Scott Elrod,Dan Bilzerian,40000000,7.6,Lone Survivor,Action|Biography|Drama|Thriller|War,125069696
Penny Marshall,128,Tom Hanks,Lori Petty,Rosie O'Donnell,40000000,7.2,A League of Their Own,Comedy|Drama|Sport,107458785
James Wan,134,Javier Botet,Frances O'Connor,Robin Atkin Downes,40000000,7.8,The Conjuring 2,Horror|Mystery|Thriller,102310175
David Fincher,120,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,40000000,7.7,The Social Network,Biography|Drama,96917897
Ken Kwapis,129,Carmen Perez,Sabrina Revelle,Sachiko Ishida,40000000,6.4,He's Just Not That Into You,Comedy|Drama|Romance,93952276
David Zucker,89,Beau Mirchoff,Carmen Electra,Regina Hall,45000000,5.1,Scary Movie 4,Comedy,90703745
Wes Craven,116,Kelly Rutherford,Roger Jackson,Nancy O'Dell,40000000,5.5,Scream 3,Horror|Mystery,89138076
Robert Zemeckis,118,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,40000000,7.4,Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western,87666629
Etan Cohen,107,Will Ferrell,Alison Brie,Craig T. Nelson,40000000,6,Get Hard,Comedy|Crime,90353764
Francis Ford Coppola,155,Keanu Reeves,Anthony Hopkins,Gary Oldman,40000000,7.5,Bram Stoker's Dracula,Fantasy|Horror|Romance,82522790
Nora Ephron,123,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,40000000,7,Julie & Julia,Biography|Drama|Romance,94125426
Brian Helgeland,128,Harrison Ford,Christopher Meloni,Nicole Beharie,40000000,7.5,42,Biography|Drama|Sport,95001343
Anthony Minghella,139,Philip Seymour Hoffman,Matt Damon,Jack Davenport,40000000,7.3,The Talented Mr. Ripley,Crime|Drama|Thriller,81292135
Bobby Farrelly,109,Bill Murray,Kathleen Turner,Rob Riggle,35000000,5.7,Dumb and Dumber To,Comedy,86208010
Frank Marshall,120,Paul Walker,Bruce Greenwood,Wendy Crewson,40000000,7.3,Eight Below,Adventure|Drama|Family,81593527
Nancy Meyers,121,Robert De Niro,Anne Hathaway,Rene Russo,35000000,7.2,The Intern,Comedy|Drama,75274748
Tim Story,102,Olivia Munn,Nadine Velazquez,Bruce McGill,40000000,5.9,Ride Along 2,Action|Comedy,90835030
Michael Mann,117,Wes Studi,Terry Kinney,Eric Schweig,40000000,7.8,The Last of the Mohicans,Action|Adventure|Drama|Romance|War,72455275
Taylor Hackford,178,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,40000000,7.7,Ray,Biography|Drama|Music,75305995
Frank Miller,147,Rosario Dawson,Powers Boothe,Jason Douglas,40000000,8.1,Sin City,Crime|Thriller,74098862
Pete Travis,90,Dennis Quaid,Edgar Ramírez,William Hurt,40000000,6.6,Vantage Point,Crime|Drama|Mystery|Thriller,72266306
John Hamburg,105,J.K. Simmons,Jon Favreau,Jane Curtin,40000000,7.1,"I Love You, Man",Comedy|Romance,71347010
Bobby Farrelly,114,Jason Alexander,Bruce McGill,Susan Ward,40000000,5.9,Shallow Hal,Comedy|Drama|Fantasy|Romance,70836296
Oliver Stone,206,Sally Kirkland,Jay O. Sanders,Cheryl Penland,40000000,8,JFK,Drama|History|Thriller,70405498
John Whitesell,99,Chloë Grace Moretz,Nia Long,Marisol Nichols,40000000,4.6,Big Momma's House 2,Comedy|Crime,70163652
Gore Verbinski,123,J.K. Simmons,Brad Pitt,Julia Roberts,34000000,6.1,The Mexican,Adventure|Comedy|Crime|Romance,66808615
Angelina Jolie Pitt,137,Finn Wittrock,Jack O'Connell,Alex Russell,65000000,7.2,Unbroken,Biography|Drama|Sport|War,115603980
Burr Steers,102,Matthew Perry,Hunter Parrish,Thomas Lennon,20000000,6.4,17 Again,Comedy|Drama|Family|Fantasy|Romance,64149837
Nick Cassavetes,109,Don Johnson,Kate Upton,David Thornton,40000000,6,The Other Woman,Comedy|Romance,83906114
David R. Ellis,82,Krista Allen,Andrew Fiscella,Shantel VanSanten,40000000,5.2,The Final Destination,Horror,66466372
