duration,imdb_score,budget,gross,release_month
75,6.8,1.00E+05,NA,7
93,5.3,3.00E+06,200803,3
100,5.3,2600000,NA,12
103,7,5.00E+06,42365600,7
95,5.6,825000,15278,10
99,5.8,2.70E+07,44450000,9
116,5.6,8.00E+07,19480739,11
135,6.3,4.50E+07,53854588,8
127,7.1,2.00E+07,24104113,9
98,6.3,65000,389804,11
94,6.6,7.50E+07,22751979,6
194,7.7,2.00E+08,658672302,11
87,6.3,3.40E+07,54132596,3
106,6.8,2.00E+07,21200000,5
129,8.4,2.00E+06,NA,12
112,6.3,1.70E+07,16684352,4
121,6.8,1.00E+06,NA,10
134,7.8,2.50E+07,56505065,12
95,5.3,1.10E+07,13558739,3
119,6.5,1.10E+08,125332007,12
130,6.5,1.90E+08,93417865,5
116,7.4,2.20E+07,177200000,12
102,6.5,1.20E+07,25277561,12
110,6.9,1.50E+07,176781728,5
81,7.8,609000,3000000,9
80,7.1,150000,5858,11
127,6.3,4.00E+06,NA,12
154,7.4,1.00E+07,6201757,9
160,7.5,2.50E+07,14500000,1
128,6.7,6.00E+06,NA,7
84,4,4.00E+07,21176322,1
113,7.5,6.50E+07,119412921,6
106,8.1,NA,4581222,9
104,6.2,7.50E+07,78009155,11
104,4.4,9.00E+07,6712451,4
74,8.3,3.00E+07,191796233,10
82,7.9,9.00E+07,245823397,10
103,8.3,2.00E+08,414984497,6
102,6.5,6500000,NA,5
120,7.5,1.20E+07,214202,1
116,7.5,NA,90400000,6
190,7.6,4.80E+07,124107476,12
94,4.8,NA,NA,10
122,7.7,4.50E+07,76261036,10
94,8.2,3500000,16501785,2
129,6.3,3.50E+07,110008260,7
101,7,2.00E+07,2319187,3
103,7.4,1.00E+06,9013113,12
119,6.3,1.00E+08,23014504,4
144,7.1,1.50E+08,318759914,6
165,5.7,2.10E+08,245428137,6
154,6.3,1.95E+08,352358779,6
150,6,2.00E+08,402076689,6
87,6.3,3.20E+07,43095600,8
111,6.7,1.50E+07,2203641,1
105,6.8,4.00E+06,NA,5
114,7.2,NA,10230,10
92,6.2,4700000,NA,9
95,7.1,1.40E+08,38120554,11
95,7.2,1300000,695229,10
86,7,375000,617172,10
96,7.1,1.10E+07,16667084,1
99,6.9,1.20E+07,NA,10
115,6.3,2.00E+07,12626905,2
94,5.2,NA,9016377,5
125,6.8,1.70E+08,172051787,12
105,5.5,1.80E+07,8508843,3
121,7,9.20E+07,110416702,8
111,6.8,NA,35754555,9
196,7.2,1.75E+08,133228348,5
90,6.7,2.00E+06,52166,4
110,7.7,3.80E+07,171031347,6
141,7.2,1.15E+08,146282411,7
121,8,1.30E+07,12281500,9
106,7,9500000,58214,9
103,5.7,9.00E+06,1530535,9
94,7.3,3.00E+06,2912363,8
90,6.7,1.50E+07,19158074,10
89,7.6,NA,223615,1
102,6.7,312000,1281176,11
112,8,NA,7707563,1
96,6.5,1.35E+08,83024900,7
100,4.7,7.10E+07,11466088,1
102,5.4,3.00E+06,1821983,3
122,5.2,3.70E+07,191449475,3
101,6.5,1.00E+07,29500000,6
111,7.3,5.00E+05,985341,7
107,6,1.50E+07,111936400,12
113,6.3,9.20E+07,241688385,5
88,4.8,7.00E+06,NA,9
90,6.1,6.00E+06,22235901,9
84,5.6,1.00E+06,1950218,9
110,7.1,1.20E+07,3148482,11
96,7.2,8700000,NA,10
101,6.1,6.00E+07,93307796,12
95,6.2,3209000,NA,12
116,6.6,6.20E+07,77086030,4
85,8.4,NA,10353690,5
150,7,5.00E+06,6157157,7
113,7.1,2700000,9054736,6
76,5.7,NA,NA,12
94,4.4,3.00E+07,18500966,3
90,5.1,2.60E+07,16647384,12
106,7.2,7.50E+07,94999143,11
137,7.2,6.50E+07,115603980,12
92,5.4,6.00E+07,50024083,7
98,5.4,2.00E+07,8500000,7
108,6.3,NA,2605039,11
113,6.7,1.80E+07,43601508,4
95,4.1,2.50E+07,5654777,9
86,5.8,2.50E+07,38230435,5
133,7,2.20E+07,51483949,6
88,6.4,7.00E+07,62321039,1
102,6.8,5.00E+07,62318875,1
92,6.6,3.50E+07,45802315,1
97,4.2,9.00E+06,1046166,8
94,6.1,2.00E+07,12398628,8
124,6.7,5.00E+07,52752475,5
91,5.4,3.50E+07,10214013,3
131,8.3,14400000,101157447,8
83,5.7,1.00E+06,31537320,4
111,7.6,1.50E+07,31471430,4
110,2,2.40E+07,NA,6
83,4.1,2.40E+07,10431220,8
113,6.9,3.00E+07,61094903,11
103,7,4.50E+07,24520892,2
89,4,3.00E+06,NA,10
98,6.8,1.00E+08,81557479,11
101,6.2,3.50E+07,28687835,1
96,8.3,1.75E+08,292979556,5
124,6.1,6.00E+07,51045801,3
108,7.4,2.50E+07,83813460,9
99,5.5,1.40E+07,38048637,9
97,4.1,1.40E+07,21468807,9
106,7,225000,1027119,1
132,8.2,5.40E+07,70496802,3
99,6.1,3.10E+07,58879132,7
96,4.7,1.00E+07,20384136,2
125,5.7,5.20E+07,110476776,2
76,5.6,3.50E+07,19447478,3
121,7.1,7.50E+07,83077470,12
100,4.5,2.00E+07,19900000,10
104,6.1,2.00E+07,20241395,4
82,3.5,2.00E+07,36658108,8
92,5.1,1.60E+07,2964,8
141,6.9,6.80E+07,100614858,12
141,6.2,2.30E+07,16123851,9
90,6.6,4.00E+07,72266306,2
106,6.4,1.60E+07,52885587,1
192,7.9,7.00E+06,2921738,11
124,7,NA,1043487,10
125,7.7,1.10E+07,3753806,10
98,6.9,1.70E+07,1569918,7
103,6.5,9.00E+06,NA,5
124,5.9,7.50E+07,68473360,12
100,6.3,1.00E+07,9801782,9
14,6.2,NA,NA,3
96,7.2,15500000,23213577,8
110,6,4.00E+07,5773519,11
89,7.3,5952000,NA,2
97,4.8,3.80E+07,NA,12
106,5.5,3.00E+07,24048000,8
107,5.4,2.60E+07,NA,1
104,5.4,9.00E+07,47474112,4
121,7.6,NA,12899702,3
129,6.4,25100000,25517500,10
97,7.1,1.50E+07,43022524,12
97,6.9,7.00E+06,233103,8
84,7.6,4.00E+06,2892582,1
94,6.8,3.00E+06,16101109,10
108,7.1,2.00E+06,19067631,5
20,6.8,1500000,NA,11
120,6.7,3.50E+07,18317151,12
153,7.9,2.80E+07,119518352,9
86,6.8,1.00E+06,1277257,7
86,6.2,5.60E+07,45860039,4
126,7.4,1.50E+07,43848100,12
136,6.3,7.00E+07,52474616,9
94,5.3,7.00E+05,NA,3
98,5.6,NA,17225675,2
110,6.7,7.50E+07,134568845,3
103,6.3,2.50E+07,22466994,8
146,7.2,6.60E+07,79883359,12
116,6.5,1.32E+08,234277056,6
107,5.7,1.00E+07,578527,4
123,7.3,1.60E+08,46978995,5
114,7.1,1.20E+07,79568000,6
103,6.2,7.00E+06,9094451,6
98,5.3,3.00E+06,3902679,5
98,6.9,3.50E+07,66359959,1
140,8.2,2.50E+07,13651662,9
101,4.6,3.50E+07,6448817,5
94,6.6,15300000,81525,10
215,7.7,1.30E+08,107503316,3
117,7.8,NA,3222857,1
120,6.9,3.80E+07,58700247,3
134,7.3,2.50E+07,NA,10
176,6.1,1.75E+08,88246220,7
94,7,2.00E+07,121697350,2
106,6,2.00E+07,10555348,1
118,7,3.70E+07,150368971,8
131,7.1,6.50E+07,43532294,12
96,6.1,2.00E+06,3590010,8
124,7.1,NA,75621915,12
112,7.5,7.00E+06,1738692,9
117,6.9,2.10E+07,28563179,5
124,7.1,7.50E+07,78120196,3
97,7.7,120000,469947,9
86,6.4,1.20E+07,333976,5
110,5.2,2.60E+07,14469428,2
88,7.5,8.00E+05,4771000,5
110,7,NA,152857,10
80,7.1,2.00E+05,856942,5
152,7.6,6.00E+06,43650000,10
101,7.6,6.00E+06,20772796,1
118,7.8,1.10E+07,9170214,12
118,7.2,NA,39100956,6
94,5.5,4.50E+07,32095318,5
117,6,2.00E+07,13987482,9
105,5.8,2.00E+07,35990505,3
113,7,8.50E+07,55350897,10
101,6.1,3.50E+07,80276912,5
104,5.7,2.50E+07,1089365,10
130,6.6,1.00E+08,155370362,7
87,5.6,5.00E+07,6291602,3
109,5.4,NA,10941801,4
110,5.7,4.00E+07,41102171,5
127,6.4,7.00E+07,182805123,12
94,5.5,1.50E+07,8735529,3
92,7.2,1.50E+07,5306447,6
87,5,1.50E+07,47860214,10
89,7.6,1.60E+07,92823600,7
115,6.7,1.50E+07,30127963,8
86,5.4,NA,NA,1
120,6.8,1.50E+07,33771174,4
107,6.5,2.50E+07,871527,10
101,6.8,1.00E+08,77222184,10
97,6.3,1.00E+07,7574066,4
111,6.9,1.50E+07,13034417,9
107,8.5,3300000,13092000,1
82,4.4,3.00E+06,4142507,9
109,5.4,3.70E+07,69148997,6
107,6.7,1.40E+07,34793160,1
131,6.4,1.50E+08,73103784,6
101,5.5,1.00E+07,55865715,1
99,5.7,1.00E+07,NA,1
109,7.2,1.60E+07,16346122,10
129,6.6,3.80E+07,10300000,2
101,5.5,3.50E+07,10268846,9
93,2,7.00E+06,5694308,7
92,7.7,1.00E+06,1677838,8
121,4.4,2.00E+07,60072596,4
113,5.6,1.50E+07,55184721,10
92,5.4,3500000,NA,3
114,7,3.00E+07,12831121,9
115,7.1,1.50E+07,37877959,4
92,5.6,3.00E+07,NA,1
100,5.9,NA,168213584,3
98,6.9,8.00E+06,117190,6
115,6.5,2.00E+07,29753944,3
106,4.8,1.70E+08,113745408,6
100,6.2,2.20E+07,6852144,7
89,7.8,3.00E+06,NA,6
98,6.3,3.10E+07,16831505,9
95,5.6,2.40E+07,16964743,1
153,6,1.15E+08,40911830,6
100,4.1,3.00E+07,11576087,3
104,6,1.50E+07,NA,9
63,7.3,3.00E+07,26687172,4
100,7.2,2.00E+06,6531491,6
118,6.2,6.00E+07,22451,2
98,6.4,3500000,101228,2
106,6.7,6.00E+06,3588432,1
98,5.7,2.00E+06,7369373,12
95,5.9,1.90E+07,58156435,8
117,7.2,2.50E+07,777423,9
87,3.2,4700000,NA,6
97,3.1,7500000,4131640,2
112,7.4,1.20E+07,65500000,2
125,6.2,7.00E+07,65012000,6
91,5.3,1.80E+07,NA,3
109,7.3,1.10E+07,33305037,4
92,5.3,8.00E+06,5018450,9
94,6.9,NA,6879730,9
111,6.4,3660000,NA,7
121,6.4,NA,5308553,9
107,7.4,5.50E+07,19389454,2
104,6.6,5.00E+06,1056102,5
84,3.8,1.30E+07,8026971,5
215,8.1,6.00E+05,13300000,3
94,7.4,NA,3117666,6
99,6.9,NA,221210,8
129,6,6.30E+07,70236496,8
123,7,1.90E+08,202351611,6
99,5.8,1.50E+08,83640426,3
101,7.8,1.65E+08,189412677,11
88,7.4,1.00E+06,104077,1
84,6.1,12600000,15417771,5
212,6.6,6.30E+07,25052000,6
104,7.4,7.50E+07,157299717,7
119,6.7,1.50E+08,179883016,4
144,7.3,1.78E+08,154985087,5
149,8,2.00E+08,233914986,5
132,7.8,1.60E+08,146405371,5
104,6.8,2.10E+08,234360014,5
132,5.8,7.00E+07,141204016,8
101,4.3,8.70E+07,26082914,4
100,4.9,6.00E+07,43337279,6
160,6.9,NA,3827466,5
132,6.6,1.20E+07,30400000,11
100,6.9,1.00E+06,396035,8
104,6.8,7.00E+07,97680195,12
89,5.4,2500000,NA,1
88,4.8,5.00E+06,NA,7
80,4.6,8.00E+07,100169068,12
119,6.5,6.50E+07,115731542,12
105,5.8,2.00E+07,25677801,9
111,7.7,1200000,9180275,11
113,5.5,9.00E+07,100018837,6
95,3.5,8.00E+06,40066497,1
93,6.5,4.00E+06,2426851,2
117,6.9,9500000,43100000,6
98,6.3,2.20E+07,3247816,5
110,5.6,5.40E+07,75604320,7
94,6.3,1.20E+07,16300302,12
106,8,2800000,86300000,12
107,6.8,1.30E+07,44726644,8
109,6.8,1.80E+07,4250320,12
102,5.6,49900000,21557240,4
90,6.7,125000,1573712,9
111,7.2,2500000,NA,4
90,6.5,1.80E+07,15281286,9
101,6.6,2.40E+07,31452765,9
83,5.8,2.00E+07,NA,6
101,6.1,6.50E+07,28045540,11
157,7.4,4.00E+07,95720716,12
116,7,5.00E+06,1980338,1
103,5.7,4500000,NA,8
89,5.1,5.00E+05,NA,1
162,7.7,6.50E+07,33048353,8
88,7.7,23600000,75590286,10
102,5.2,8.00E+07,80360866,7
90,6.6,2.80E+07,45162741,9
102,4.8,5.00E+07,28837115,2
83,4.2,3.50E+07,11631245,9
110,6.7,1.60E+07,NA,1
